"","ID","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol"
"1154","Wine1154",9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1
"1155","Wine1155",6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4
"1156","Wine1156",8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8
"1157","Wine1157",8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8
"1158","Wine1158",5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9
"1159","Wine1159",6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6
"1160","Wine1160",10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8
"1161","Wine1161",10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1
"1162","Wine1162",8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2
"1163","Wine1163",8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8
"1164","Wine1164",9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10
"1165","Wine1165",9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10
"1166","Wine1166",8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4
"1167","Wine1167",9.9,0.54,0.26,2,0.111,7,60,0.99709,2.94,0.98,10.2
"1168","Wine1168",8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4
"1169","Wine1169",6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12
"1170","Wine1170",7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5
"1171","Wine1171",9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5
"1172","Wine1172",7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8
"1173","Wine1173",9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3
"1174","Wine1174",7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5
"1175","Wine1175",7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5
"1176","Wine1176",6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5
"1177","Wine1177",6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2
"1178","Wine1178",7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7
"1179","Wine1179",5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4
"1180","Wine1180",8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11
"1181","Wine1181",8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11
"1182","Wine1182",9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4
"1183","Wine1183",10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5
"1184","Wine1184",6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3
"1185","Wine1185",6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9
"1186","Wine1186",7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9
"1187","Wine1187",6.6,0.8,0.03,7.8,0.079,6,12,0.9963,3.52,0.5,12.2
"1188","Wine1188",7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9
"1189","Wine1189",6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9
"1190","Wine1190",8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6
"1191","Wine1191",9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5
"1192","Wine1192",6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8
"1193","Wine1193",7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4
"1194","Wine1194",6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8
"1195","Wine1195",7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5
"1196","Wine1196",6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5
"1197","Wine1197",7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5
"1198","Wine1198",7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8
"1199","Wine1199",7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9
"1200","Wine1200",7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5
"1201","Wine1201",7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8
"1202","Wine1202",7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2
"1203","Wine1203",8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7
"1204","Wine1204",9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4
"1205","Wine1205",7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11
"1206","Wine1206",7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11
"1207","Wine1207",7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11
"1208","Wine1208",9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10
"1209","Wine1209",7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11
"1210","Wine1210",6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2
"1211","Wine1211",6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4
"1212","Wine1212",6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3
"1213","Wine1213",6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4
"1214","Wine1214",9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5
"1215","Wine1215",10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4
"1216","Wine1216",8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3
"1217","Wine1217",7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5
"1218","Wine1218",8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12
"1219","Wine1219",8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6
"1220","Wine1220",9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9
"1221","Wine1221",10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5
"1222","Wine1222",10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5
"1223","Wine1223",8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6
"1224","Wine1224",10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12
"1225","Wine1225",12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3
"1226","Wine1226",9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4
"1227","Wine1227",7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2
"1228","Wine1228",9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6
"1229","Wine1229",5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6
"1230","Wine1230",7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5
"1231","Wine1231",7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8
"1232","Wine1232",7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8
"1233","Wine1233",7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5
"1234","Wine1234",10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3
"1235","Wine1235",7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8
"1236","Wine1236",6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5
"1237","Wine1237",7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4
"1238","Wine1238",7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8
"1239","Wine1239",8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6
"1240","Wine1240",6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8
"1241","Wine1241",7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3
"1242","Wine1242",9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8
"1243","Wine1243",9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2
"1244","Wine1244",8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5
"1245","Wine1245",5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3
"1246","Wine1246",7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5
"1247","Wine1247",7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10
"1248","Wine1248",7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5
"1249","Wine1249",6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1
"1250","Wine1250",7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9
"1251","Wine1251",7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9
"1252","Wine1252",7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8
"1253","Wine1253",7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8
"1254","Wine1254",7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5
"1255","Wine1255",7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9
"1256","Wine1256",6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11
"1257","Wine1257",7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2
"1258","Wine1258",7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11
"1259","Wine1259",6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3
"1260","Wine1260",6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3
"1261","Wine1261",8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3
"1262","Wine1262",6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2
"1263","Wine1263",9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8
"1264","Wine1264",8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6
"1265","Wine1265",8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8
"1266","Wine1266",7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3
"1267","Wine1267",7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3
"1268","Wine1268",10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4
"1269","Wine1269",6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5
"1270","Wine1270",5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14
"1271","Wine1271",5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14
"1272","Wine1272",7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7
"1273","Wine1273",5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2
"1274","Wine1274",7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3
"1275","Wine1275",7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2
"1276","Wine1276",8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5
"1277","Wine1277",8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12
"1278","Wine1278",7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7
"1279","Wine1279",8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5
"1280","Wine1280",9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5
"1281","Wine1281",7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4
"1282","Wine1282",7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4
"1283","Wine1283",7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9
"1284","Wine1284",8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2
"1285","Wine1285",7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9
"1286","Wine1286",11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5
"1287","Wine1287",7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4
"1288","Wine1288",8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13
"1289","Wine1289",7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2
"1290","Wine1290",7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2
"1291","Wine1291",7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11
"1292","Wine1292",8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9
"1293","Wine1293",5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4
"1294","Wine1294",7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7
"1295","Wine1295",8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9
"1296","Wine1296",6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5
"1297","Wine1297",6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5
"1298","Wine1298",7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1
"1299","Wine1299",5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2
"1300","Wine1300",7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9
"1302","Wine1302",6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7
"1303","Wine1303",9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2
"1304","Wine1304",8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2
"1305","Wine1305",7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2
"1306","Wine1306",7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8
"1307","Wine1307",9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1
"1308","Wine1308",6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1
"1309","Wine1309",9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1
"1310","Wine1310",7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2
"1311","Wine1311",7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8
"1312","Wine1312",6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8
"1313","Wine1313",8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5
"1314","Wine1314",7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1
"1315","Wine1315",7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1
"1316","Wine1316",7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8
"1318","Wine1318",9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9
"1319","Wine1319",7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8
"1320","Wine1320",9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1
"1321","Wine1321",9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1
"1323","Wine1323",9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4
"1324","Wine1324",9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11
"1325","Wine1325",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6
"1326","Wine1326",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6
"1327","Wine1327",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6
"1328","Wine1328",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6
"1329","Wine1329",6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3
"1330","Wine1330",7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8
"1331","Wine1331",7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8
"1332","Wine1332",7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2
"1333","Wine1333",8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7
"1334","Wine1334",9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6
"1335","Wine1335",7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10
"1336","Wine1336",6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6
"1337","Wine1337",6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5
"1338","Wine1338",6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5
"1339","Wine1339",6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5
"1340","Wine1340",7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5
"1341","Wine1341",7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5
"1342","Wine1342",7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5
"1343","Wine1343",7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4
"1344","Wine1344",7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5
"1345","Wine1345",11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11
"1346","Wine1346",8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2
"1347","Wine1347",6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4
"1348","Wine1348",7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5
"1349","Wine1349",7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5
"1350","Wine1350",6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8
"1351","Wine1351",9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10
"1352","Wine1352",7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8
"1353","Wine1353",7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3
"1354","Wine1354",7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3
"1355","Wine1355",7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10
"1356","Wine1356",6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1
"1357","Wine1357",6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1
"1358","Wine1358",7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1
"1359","Wine1359",7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5
"1360","Wine1360",11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333
"1361","Wine1361",9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9
"1362","Wine1362",8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1
"1363","Wine1363",11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333
"1364","Wine1364",8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8
"1365","Wine1365",7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8
"1366","Wine1366",7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5
"1367","Wine1367",7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8
"1368","Wine1368",6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5
"1369","Wine1369",8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8
"1370","Wine1370",6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4
"1371","Wine1371",8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2
"1372","Wine1372",7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6
"1373","Wine1373",8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2
"1374","Wine1374",7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3
"1375","Wine1375",6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8
"1376","Wine1376",7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9
"1377","Wine1377",8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10
"1378","Wine1378",5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2
"1379","Wine1379",7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9
"1380","Wine1380",7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8
"1381","Wine1381",7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8
"1382","Wine1382",6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6
"1383","Wine1383",8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9
"1384","Wine1384",8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9
"1385","Wine1385",7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5
"1386","Wine1386",8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2
"1387","Wine1387",7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6
"1388","Wine1388",7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6
"1389","Wine1389",6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3
"1390","Wine1390",6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7
"1391","Wine1391",6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5
"1392","Wine1392",8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11
"1393","Wine1393",7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8
"1394","Wine1394",8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2
"1395","Wine1395",6.4,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2
"1396","Wine1396",8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55
"1397","Wine1397",8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55
"1398","Wine1398",7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9
"1399","Wine1399",7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2
"1400","Wine1400",7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1
"1401","Wine1401",7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9
"1402","Wine1402",7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9
"1403","Wine1403",7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9
"1404","Wine1404",7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10
"1405","Wine1405",8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7
"1406","Wine1406",7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3
"1407","Wine1407",8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9
"1408","Wine1408",6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7
"1409","Wine1409",8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4
"1410","Wine1410",6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7
"1411","Wine1411",6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9
"1412","Wine1412",6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6
"1413","Wine1413",8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9
"1414","Wine1414",9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1
"1415","Wine1415",10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6
"1416","Wine1416",6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4
"1417","Wine1417",10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6
"1418","Wine1418",7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1
"1419","Wine1419",7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8
"1420","Wine1420",7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9
"1421","Wine1421",7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8
"1422","Wine1422",7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4
"1423","Wine1423",7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4
"1424","Wine1424",6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11
"1425","Wine1425",8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6
"1426","Wine1426",8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6
"1427","Wine1427",7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1
"1428","Wine1428",7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2
"1429","Wine1429",7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11
"1430","Wine1430",7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3
"1431","Wine1431",7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4
"1432","Wine1432",7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9
"1433","Wine1433",5.9,0.44,0,1.6,0.042,3,11,0.9944,3.48,0.85,11.7
"1434","Wine1434",6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1
